VectorMath-hexl

CPU Model Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz
g++ version (Ubuntu 9.4.0-1ubuntu1~20.04.2) 9.4.0
clang version version 10.0.0-4ubuntu1

BENCHMARK	CLANG13-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	CLANG17-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	CLANG16-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	CLANG12-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	CLANG11-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	CLANG10-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	CLANG9-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	CLANG15-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	CLANG14-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	GCC11-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	GCC10-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup	GCC9-OPENMP-OFF-NATIVEOPT-ON-HEXL-ON	speedup
BM_VecInt_ModAdd<NativeVector>/RingDm:1024	0.268000	0.273000	0.981685	0.268000	1.000000	0.269000	0.996283	0.271000	0.988930	0.271000	0.988930	0.372000	0.720430	0.269000	0.996283	0.270000	0.992593	0.395000	0.678481	0.382000	0.701571	0.962000	0.278586
BM_VecInt_ModAdd<NativeVector>/RingDm:4096	1.460000	1.450000	1.006897	1.480000	0.986486	1.460000	1.000000	1.460000	1.000000	1.460000	1.000000	1.850000	0.789189	1.450000	1.006897	1.460000	1.000000	1.690000	0.863905	1.650000	0.884848	3.960000	0.368687
BM_VecInt_ModAdd<NativeVector>/RingDm:16384	6.120000	6.090000	1.004926	6.160000	0.993506	6.190000	0.988691	6.110000	1.001637	6.120000	1.000000	8.200000	0.746341	6.260000	0.977636	6.120000	1.000000	6.570000	0.931507	6.760000	0.905325	16.100000	0.380124
BM_VecInt_ModAdd<NativeVector>/RingDm:32768	12.000000	12.000000	1.000000	12.100000	0.991736	12.000000	1.000000	12.000000	1.000000	12.000000	1.000000	16.300000	0.736196	12.000000	1.000000	12.200000	0.983607	12.900000	0.930233	13.700000	0.875912	31.300000	0.383387
BM_VecInt_ModAddEq<NativeVector>/RingDm:1024	0.121000	0.106000	1.141509	0.117000	1.034188	0.143000	0.846154	0.121000	1.000000	0.121000	1.000000	0.159000	0.761006	0.117000	1.034188	0.121000	1.000000	0.224000	0.540179	0.213000	0.568075	0.740000	0.163514
BM_VecInt_ModAddEq<NativeVector>/RingDm:4096	0.485000	0.425000	1.141176	0.469000	1.034115	0.560000	0.866071	0.485000	1.000000	0.485000	1.000000	0.638000	0.760188	0.468000	1.036325	0.485000	1.000000	0.840000	0.577381	0.844000	0.574645	2.930000	0.165529
BM_VecInt_ModAddEq<NativeVector>/RingDm:16384	2.250000	2.270000	0.991189	2.260000	0.995575	2.880000	0.781250	2.250000	1.000000	2.250000	1.000000	3.680000	0.611413	2.260000	0.995575	2.250000	1.000000	2.930000	0.767918	2.920000	0.770548	11.700000	0.192308
BM_VecInt_ModAddEq<NativeVector>/RingDm:32768	4.500000	4.540000	0.991189	4.520000	0.995575	5.750000	0.782609	4.500000	1.000000	4.500000	1.000000	7.350000	0.612245	4.520000	0.995575	4.500000	1.000000	5.840000	0.770548	5.840000	0.770548	23.500000	0.191489
BM_VecVec_ModAdd<NativeVector>/RingDm:1024	0.215000	0.219000	0.981735	0.231000	0.930736	0.215000	1.000000	0.373000	0.576408	0.216000	0.995370	0.430000	0.500000	0.224000	0.959821	0.216000	0.995370	0.382000	0.562827	0.375000	0.573333	0.471000	0.456476
BM_VecVec_ModAdd<NativeVector>/RingDm:4096	1.580000	1.560000	1.012821	1.570000	1.006369	1.580000	1.000000	1.570000	1.006369	1.580000	1.000000	2.530000	0.624506	1.570000	1.006369	1.570000	1.006369	2.140000	0.738318	2.150000	0.734884	2.210000	0.714932
BM_VecVec_ModAdd<NativeVector>/RingDm:16384	6.100000	6.050000	1.008264	6.190000	0.985460	6.100000	1.000000	6.100000	1.000000	6.100000	1.000000	10.400000	0.586538	6.090000	1.001642	6.100000	1.000000	8.920000	0.683857	8.540000	0.714286	8.760000	0.696347
BM_VecVec_ModAdd<NativeVector>/RingDm:32768	12.100000	12.000000	1.008333	12.000000	1.008333	12.100000	1.000000	12.200000	0.991803	12.500000	0.968000	20.700000	0.584541	12.000000	1.008333	12.200000	0.991803	17.100000	0.707602	17.600000	0.687500	17.800000	0.679775
